left_context,target_word,answer,lemma_answer,probability_y
"В багажнике были лопата,",лом,трос,трос,0.016129032258064516
"В багажнике были лопата,",лом,огнетушитель,огнетушитель,0.016129032258064516
"В багажнике были лопата,",лом,колесо,колесо,0.016129032258064516
"В багажнике были лопата,",лом,молоток,молоток,0.016129032258064516
"В багажнике были лопата,",лом,тесак,тесак,0.016129032258064516
"В багажнике были лопата,",лом,бита,бита,0.016129032258064516
"В багажнике были лопата,",лом,лом,лом,0.016129032258064516
И на берегу озера тогда появляются,русалки,огоньки,огонек,0.024691358024691357
И на берегу озера тогда появляются,русалки,рыбаки,рыбак,0.037037037037037035
И на берегу озера тогда появляются,русалки,люди,человек,0.08641975308641975
И на берегу озера тогда появляются,русалки,растения,растение,0.012345679012345678
